010000DE	1272761239
010000DF	1423943891
010000EE	2205055976
0100016D	304158036
01000170	2007960308
01000176	1194455498
010001A0	1851717750
010001A2	1811331144
010001A6	2133168093
010001A7	2742555295
010001A8	2503850804
010001A9	3182989109
010001AA	3840762653
010001AB	932452714
010001AC	1870288399
010001AD	2185209294
010001AE	201691242
010001AF	4242664309
010001B1	3628696462
010001B3	3713806870
010001B4	2559462441
010001B5	66247535
010001B9	1489703838
010001BB	3393560419
010001BD	954229668
010001C1	3510493064
010001C8	1990120890
010001C9	1337024863
010001CC	2511887756
010001CD	1841939350
010001CF	2688375052
010001D0	326286641
010001D1	1408670012
010001D3	3919235795
010001D4	2569417573
010001D5	322174330
010001EC	3984311201
010001EE	1986226102
010001EF	3429332151
010001F0	2152859320
010001F1	3929109080
010001F2	192283697
010001F3	1080741809
010001F4	2994893502
010001F5	3875392966
010001F6	73114839
010001F7	3591002288
010001F8	2338634546
010001F9	2901588064
010001FA	3163588644
01000202	1023075891
01000204	794897350
0100020A	16605718
0100020B	3605351613
0100020D	608003505
0100020E	931662064
01000210	3701959713
01000211	1740003664
01000212	1647263014
01000213	1108330333
01000214	321279623
01000215	3986649646
01000216	2362373837
01000217	3609849655
01000218	3649657197
01000219	3488625600
0100021A	678387532
0100021B	2819122059
0100021C	925524888
0100021D	1656725230
0100021E	804292693
0100021F	797515468
01000220	2724931799
01000221	403033252
01000222	1244623874
01000223	3226712394
01000224	1492265215
01000225	315132495
01000226	1925977837
01000227	1935021414
01000228	2557734882
0100022B	3979734500
0100022C	3349096886
0100022D	687411658
0100022E	1113732334
0100022F	1080425480
01000231	258638126
01000232	2453476259
01000233	1319448216
01000234	1864628965
01000235	726279681
01000236	1997071372
01000237	2554155796
01000238	2354282434
01000239	2409706664
0100023A	2559619249
0100023B	3588667749
0100023C	1013557590
0100023D	220467578
0100023E	2862980001
0100023F	3383239131
01000240	1411033482
01000241	1481930793
01000242	1497970929
01000243	2493256058
01000244	4149678407
01000245	1405900650
01000247	2206834533
01000248	788067929
01000249	2030389586
0100024A	905565884
0100024B	2534090878
0100024C	2825219599
0100024D	559918084
0100024E	995694720
0100024F	903372195
01000250	908829820
01000251	4229106052
01000252	3891588523
01000253	2055288991
01000254	3777706145
01000255	4122044883
01000256	1391193069
01000257	378671087
01000258	2398245613
01000259	2365832640
0100025A	1169918261
0100025B	1828909018
0100025C	3208653636
0100025D	3890135801
01000262	3989255719
01000263	1872487920
01000264	1104716398
01000267	1931180365
0100026C	3272110250
0100026D	2064995279
0100026E	793630104
01000270	3965091111
01000276	954830115
01000277	3864119342
01000278	2281792265
0100027A	2329106817
0100027B	1669593928
0100027D	2147188400
0100027E	4060804628
0100027F	1127057027
01000280	409573494
01000283	2051630633
01000284	2526209595
01000285	1638920601
01000288	3204103304
01000289	805655399
0100028A	3739605863
0100028D	2346484703
0100028E	2338723324
0100028F	1512150462
01000290	1517944229
01000292	3732717494
01000293	1492878310
01000294	323096749
01000295	183526832
01000296	3553836186
01000297	971864005
01000298	4264016511
01000299	2538968677
0100029A	401030562
0100029B	1834879945
0100029C	893342737
0100029D	2369202858
0100029E	1981744285
0100029F	1385198197
010002A1	1119826189
010002A2	216610547
010002A4	2789374928
010002A5	63341834
010002A7	753962354
010002A8	2245485276
010002AA	1068578881
010002AE	4043753825
010002B2	50953832
010002B3	2173836957
010002B4	989692014
010002B5	2728691251
010002B8	2467002072
010002B9	632809593
010002BB	2735006520
010002BC	4060289121
010002BD	3686510841
010002BE	1521083476
010002C0	2821547569
010002C1	2163317425
010002C2	2273944282
010002C3	681045297
010002C4	1324320972
010002C5	3805454231
010002C6	1442582282
010002C7	1627607582
010002C8	1368285666
010002C9	2670837474
010002CC	2863852274
010002CE	2543857109
010002D0	3181593278
010002D3	4244362337
010002D6	1697634952
010002D7	681143678
010002D8	2473461589
010002D9	3811312465
010002DB	2236682241
010002DE	1938062418
010002E3	2981281786
010002E4	2754786455
010002E6	65860728
010002E9	1354219285
010002EA	227586148
010002EB	412865002
010002EC	3896542803
010002ED	1405126545
010002EE	2374703464
010002F0	4050451417
010002F3	1517556677
010002F4	3612240726
010002F5	967704978
010002F8	3506882458
010002FA	664870551
010002FB	4149315563
010002FC	989280115
010002FD	2088139661
010002FE	3079002020
010002FF	459973077
01000300	287102278
01000302	293553928
01000303	3835723514
01000305	3582062347
01000307	2229425983
01000308	736092430
01000309	404012884
0100030C	667140843
0100030D	4085863617
0100030E	511887205
0100030F	2178213246
01000310	615279356
01000311	3287476951
01000312	4147041805
01000313	2771231654
01000314	508392248
01000315	1280181907
01000316	2286634382
01000317	2787921441
01000318	582663923
01000319	1681666156
0100031A	1399581343
0100031B	3897770002
0100031C	3763499053
0100031D	19981607
0100031E	240914689
0100031F	118275174
01000320	487525317
01000321	4142068685
01000322	722971591
01000323	258927754
01000324	442683356
01000325	1911389120
01000326	3871567856
01000327	1524037643
01000328	4213193030
01000329	878784802
0100032A	2483047592
0100032B	1016510179
0100032C	3108105452
0100032D	1995976511
0100032E	1089939872
0100032F	345067354
01000330	3500536707
01000331	902365613
01000332	2581042531
01000333	210969423
01000334	3301615015
01000335	3275553881
01000336	76647143
01000337	1390548591
01000338	3609357095
01000339	752085564
0100033A	2149290413
0100033B	3303351535
0100033C	1672910162
0100033D	2168565846
0100033E	225220457
0100033F	1491590491
01000340	1378892792
01000341	1506420949
01000342	3782490679
01000343	3911568402
01000344	359143337
01000345	4124642364
01000346	3247757625
01000347	1375709462
01000348	3039914930
01000349	1437260974
0100034B	1073948211
0100034C	1336088046
0100034D	117136726
0100034E	812241596
0100034F	266434410
01000350	927034123
01000352	1241384632
01000353	264949371
01000354	3891955960
01000355	4053977607
01000356	2333768726
01000357	2200649608
01000358	645988983
01000359	507328789
0100035A	2513597027
0100035B	3805627125
0100035C	35788892
0100035D	1965369546
0100035F	2639063000
01000362	1956719177
01000364	1363593446
01000366	42197794
01000367	1497696335
01000368	3397434502
01000369	43112680
0100036A	1552917179
0100036B	3168798070
0100036C	1277076525
0100036D	695707870
0100036E	622044023
010003AF	2668151978
010003B0	1948706234
010003B1	2116726354
010003B2	1757695793
010003B3	4148643493
010003B4	3118290101
010003B5	3669056267
010003B6	3309819128
010003B7	1770563029
010003B8	1927677021
010003B9	3881236709
010003BA	3089859803
010003BB	1787713553
010003BC	3471868922
010003BD	84388597
010003BE	741651584
010003BF	461424614
010003C0	3288747046
010003C1	3322791152
010003C2	1379171968
010003C3	3610323518
010003C4	3009346656
010003C5	2016763633
010003C7	1074691054
010003C9	852077731
010003CA	1214121961
010003CB	3080652721
010003CC	3550778627
010003CD	1907324173
010003CE	1244337599
010003CF	2035112138
010003D0	793466954
010003D1	2372310483
010003D2	2474937979
010003D3	2769644450
010003D5	1865223852
010003D6	2934793126
010003D7	2710124153
010003D8	2434168312
010003DA	3351312975
010003DB	3312538041
010003DC	578267468
010003DD	2245070324
010003DE	3418748298
010003DF	3713967009
010003E0	4245946991
010003E1	2197337509
010003E2	4107735004
010003E3	2926114312
010003E4	2400379802
010003EE	4204852178
010003EF	2714282493
010003F0	3426237299
010003F1	529922039
010003F3	4064301720
010003F4	1069101814
010003F6	2769739786
010003F7	2755653146
010003F8	2211880262
010003FC	2426218258
010003FD	815321256
010003FF	982018838
01000400	1458890899
01000401	25260331
01000402	941509838
01000404	311893980
01000405	1145328100
01000406	24546306
01000407	2666864222
01000408	1095491118
01000409	1220539920
0100040A	2672536908
0100040C	1589573901
0100040D	579282391
0100040E	378069648
0100040F	3177986147
01000410	3371972129
01000411	1995435775
01000412	2028358630
01000413	1829273318
01000414	2281342781
01000415	3112388273
01000416	4184973038
01000417	563898952
01000419	886093301
0100041A	765550432
0100041C	806977707
0100041E	4215091408
0100041F	2253857604
01000420	512726767
01000421	521608202
01000423	3959565405
01000424	1779828830
01000426	324340475
01000427	3685902045
01000428	420818989
01000429	692294437
0100042A	559553548
0100042B	583826884
0100042C	246912542
01000439	2069754424
0100043A	2003827822
0100043B	1064864896
0100043C	926245742
0100043D	2599085315
01000442	1732663606
01000447	3531328627
01000449	342651584
0100044B	2425463374
0100044C	3429975838
0100044D	1450036791
01000450	1710915055
01000457	1267868063
01000458	967308416
01000459	1828456064
0100045B	729051293
0100045C	623668377
0100045D	2214766494
0100045E	125097211
0100045F	1543075532
01000460	3976043856
01000461	1087900324
01000462	1202526327
01000465	3883845357
01000466	2265178906
01000467	2569287497
01000468	2618326321
01000469	2088773419
0100046A	1621906624
0100046B	254439973
0100046C	237132339
0100046D	3982441453
0100046E	827957925
01000470	3162772638
01000471	3928968487
01000472	1064073153
01000473	4070871635
01000474	2629386
01000475	1626406759
01000476	1784721740
01000477	6490629
01000478	591866697
01000479	3115043200
0100047A	218633769
0100047B	1319710026
0100047C	3943275165
0100047D	2219852268
0100047E	639198522
0100047F	140109795
01000480	2300979132
01000481	2563199468
01000484	1605106685
01000485	428594074
01000486	3421908179
01000487	3544457685
01000488	2773032773
01000489	2400319004
0100048A	3162990527
0100048B	1483112191
0100048C	2678857197
0100048E	2251777199
0100048F	458242593
01000495	4198144693
01000496	1232166051
01000497	4159410577
01000499	279334790
0100049A	1619178320
0100049C	830951121
0100049D	2585214372
0100049E	3464977249
010004A1	1983873803
010004A2	315970864
010004A3	4172610876
010004A5	3811212394
010004A6	871407805
010004A7	890458491
010004A8	190278897
010004AB	2443132565
010004AC	766569686
010004AD	1129780087
010004AE	3291163894
010004B0	3360935800
010004B1	2725547839
010004B6	1190048641
010004B7	1831879972
010004B8	2346006503
010004B9	255302100
010004BA	122528654
010004BC	531391985
010004BD	293624638
010004BE	1798120270
010004BF	516002047
010004C2	1534276814
010004C3	3500438606
010004C4	1130655306
010004C5	2198463357
010004C6	2992351815
010004CD	2970221450
010004CE	3205990669
010004CF	413841098
010004D0	2588774810
010004D1	3718144824
010004D2	1492293826
010004D3	3693831994
010004D4	3730128522
010004D9	223133298
010004DB	1449551476
010004DC	2408628521
010004DD	2234611440
010004DE	3938679101
010004DF	2737553925
010004E0	1379876611
010004E1	646178653
010004E2	2896046433
010004E9	2446637148
010004EA	3615368361
010004EB	3731414132
010004EC	1282064746
01000507	1609460703
01000509	2842349817
0100050A	3325060745
0100050C	2998477233
0100050D	1992434331
0100050E	1092505578
0100050F	4105050769
01000510	3068735570
01000511	31911915
01000521	4010022220
01000526	1722950817
01000527	204022011
01000528	2055224006
0100052D	1599628307
01000530	2609344905
01000533	2068241582
01000534	800387337
01000538	353045335
01000562	2800431785
01000564	4002303422
01000565	696964288
01000566	3317399919
01000567	2133584134
01000568	3524971266
01000569	543663409
0100056A	292451745
0100056B	998730981
01000572	1982939887
01000573	2073364722
01000576	2773766987
01000577	2815121484
01000579	660406620
0100058F	4024353905
01000590	1315610728
01000592	3094394364
01000593	3255578403
01000594	3058512000
010005AB	3392592996
010005B0	2746178034
010005B1	2656432089
010005B2	4022006711
010005B9	45307047
010005BC	2150286991
010005BF	2163514814
010005C0	1173614253
010005DF	2129157498
010005E2	4041720884
010005E3	166289244
010005E4	708668086
010005E7	801591842
010005E8	3509548434
010005E9	3687785508
010005EA	801370183
010005EB	1645577773
010005EC	1341287517
010005ED	136274417
010005EE	1169484457
010005EF	1831439219
010005F0	3300261872
010005F1	995229430
010005F3	545673139
010005F5	916127431
010005F7	785645775
010005F8	1303474111
010005F9	1005536769
010005FD	3813176037
010005FF	97862323
01000600	1317000422
01000605	1587048989
01000608	939707827
01000609	1148718387
0100060A	1606325452
0100060B	3168443693
0100060D	2366351703
0100060E	2704147165
01000610	2585177847
01000612	22199449
01000613	1473518974
01000614	3850979103
01000615	1799820427
01000616	1458684015
01000617	4046084636
01000618	3729896311
01000619	1763171481
0100061D	1379272809
0100061E	3425281148
0100061F	3086114640
01000620	2479963204
01000621	2671393075
01000622	1654532652
0100063D	1218617280
0100063F	2709110538
01000642	1253027054
01000643	741388294
01000646	3841560348
01000647	1165351783
01000648	2776719176
01000649	185006222
0100064A	288847881
0100064B	686242226
0100064C	135042043
0100064D	2121826708
01000657	2767629211
0100065A	873537785
0100065B	3122763627
0100065C	1541505550
0100065D	3409187632
01000666	1418334058
01000667	1539613043
01000668	2848377576
0100066A	2350862641
0100066B	2011874736
0100066C	1783305724
0100066D	2721674241
0100066E	1288343175
01000670	1668135711
01000671	1583480984
01000672	4059222221
01000673	1993311602
01000675	4086311186
01000676	3051810931
01000677	1516457101
01000679	4172221503
0100067A	2192924439
0100067B	1458098100
0100067C	3492815358
0100067D	1281143403
0100067E	1162626144
0100067F	4016813971
01000681	163957633
01000682	2832026883
01000683	1346430593
01000685	309233492
01000686	3249974806
01000687	1490436563
01000689	1124161315
0100068A	3559705422
0100068B	3156123620
0100068C	1665266414
0100068D	3621925780
0100068E	2111726798
0100068F	1674405512
01000692	10620260
01000695	1047225835
01000696	1404633614
01000697	2207409552
0100069A	2404470832
0100069B	2977713531
0100069C	3110405773
0100069D	3760301208
010006A3	3260472358
010006A4	3043748220
010006A6	1313320078
010006A7	1544985651
010006A8	117445078
010006A9	2155856625
010006AA	504442192
010006AB	3210632859
010006AC	2130512819
010006B0	2881819027
010006B4	1657687026
010006B5	669581599
010006B7	2065474422
010006B8	2809502905
010006B9	2584193543
010006BA	934585992
010006BB	889049544
010006BC	978441643
010006BD	957389676
010006BE	3220807609
010006BF	1326835315
010006C0	2959441113
010006C1	4269045824
010006C2	3085443068
010006C3	2748261985
010006C5	2392256712
010006C7	1121177377
010006C8	4217263678
010006C9	2686535945
010006CA	1221021355
010006CD	2454602987
010006CE	1464338637
010006D1	962818046
010006DB	2182999014
010006DD	3378900357
010006DE	461676009
010006DF	2783994034
010006E0	1303145963
010006E1	586639779
010006E2	1477723964
010006E4	4247809817
010006E5	1962938722
010006E6	450946229
010006E7	2938413124
010006E8	3393098366
010006E9	880613359
010006EA	1114465664
010006EB	2620736278
010006EC	1781071435
010006EE	2164221968
010006EF	1533674602
010006F1	2605840267
010006F2	1518432695
010006F3	2918438645
010006F4	3147424153
010006F5	91866641
010006F7	3130190466
010006F8	697114804
010006FA	1918813549
010006FB	1741114243
010006FC	219013324
010006FD	2857652931
010006FE	1770269584
010006FF	3589839357
01000700	3968697729
01000701	220569671
01000702	2327665655
01000703	3180704031
01000704	3522712423
01000705	3926136950
01000706	968810977
01000707	2309881914
01000708	3841173796
01000709	3500672042
0100070A	803641516
0100070B	2739050062
0100070D	2798651961
0100070E	4020338324
0100070F	3279508777
01000710	433606509
01000711	2246984757
01000712	1326124935
01000713	864625578
01000714	1871166509
01000715	871022043
01000730	3585355687
01000731	2930086541
01000732	3405851372
01000733	717234307
01000736	1187256918
01000737	1887339881
01000738	1833141857
01000739	3241581674
0100073A	790220180
0100073B	778998978
0100073C	2846050457
0100073D	1279017794
0100073E	3854599038
0100073F	3323087723
01000741	1192952042
01000746	1070491609
01000747	640806838
01000749	1789038659
0100074A	2181547822
0100074B	3957951877
0100074C	2022034365
0100074D	977340221
0100074E	1941989106
0100074F	2497478247
01000750	503603338
01000751	1294240445
01000752	1076734759
01000753	2230256047
01000754	2963700548
01000755	700807207
01000756	3189902906
01000757	4291807218
01000758	3614027155
01000759	1429728785
0100075A	2202002906
0100075B	2004616567
0100075C	3008927348
0100075D	392539019
0100075E	2441128215
0100075F	791507043
01000760	3633530471
01000763	2449068374
01000764	516273890
01000765	3965833101
01000766	3099461222
01000767	906765296
01000768	361572037
01000769	1267859029
0100076A	4185758693
0100076B	2777381941
0100076C	2133378307
0100076D	4229056214
0100076E	416593499
0100076F	2214383445
01000770	1280590070
01000771	759791079
01000772	1965283271
01000773	2979231993
01000774	565300993
01000775	1117719547
01000776	2935635439
01000777	3837481958
01000778	4147485853
01000779	294844181
0100077A	2291902127
0100077B	154171818
0100077C	2538925065
0100077D	476672039
0100077E	4207674043
0100077F	633880730
01000780	416536670
01000781	4082813954
01000782	2534406152
01000783	3164517313
01000784	3825229901
01000785	2943241392
01000786	492080514
01000787	3451286454
01000788	2662922364
01000789	2279175106
0100078A	538793986
0100078B	267413790
0100078C	2842320090
0100078D	3769622930
0100078E	612317208
0100078F	1386865441
01000790	3401902165
010007A3	4042575945
010007A6	3449774558
010007A7	27235147
010007A8	150357569
010007AA	2153650861
010007AC	1231940386
010007AD	3889877057
010007AE	3075359506
010007AF	3577136113
010007B1	2143751348
010007B2	1783031123
010007B3	4115976983
010007B4	3051122461
010007B5	362760664
010007B6	175359237
010007B7	1336757191
010007C1	4139189043
010007C4	2078406708
010007C5	3937007098
010007C6	3126060287
010007C7	3284735132
010007C8	2721972113
010007CD	3192078073
010007CE	3732918181
010007D0	3121000298
010007D5	2935721567
010007DE	2883582773
010007DF	535436819
010007E0	4259903721
010007E1	714483624
010007E2	314479830
010007E3	591698766
010007E4	448125069
010007E5	981210710
010007E6	2744363299
010007E7	193462603
010007E8	412913672
010007E9	1105792415
010007EA	2249166856
010007EB	632449711
010007EC	2392069758
010007ED	2672703691
010007EE	3821565481
010007F0	455279953
01000801	3968113980
01000802	1459962344
01000803	2639529164
01000804	3173079642
01000805	2037248200
01000807	718003945
01000808	3829074818
01000809	2032182314
0100080B	3856237916
0100081A	2920529601
0100081C	1220501143
01000824	3031142639
01000827	1721660990
0100082A	1081263888
0100082C	3163046100
0100082D	2227005044
0100082E	3305385744
01000830	3765693344
01000840	2493903375
01000847	2538222689
01000848	4184413868
0100084D	2298733091
01000857	209431440
01000858	1777665767
0100085D	3911924187
0100085E	901188203
01000860	1171726569
01000861	2193009030
01000862	2423924338
01000863	1110490933
01000864	368636529
01000865	3546182714
01000866	928434192
01000867	1674550480
01000869	3480574244
0100086A	1218902030
0100087F	4012108664
01000882	395846588
01000884	239759548
01000886	2349434728
01000888	2840504134
0100088A	2569840532
0100088C	334038493
01000890	3963873013
01000891	1596005852
01000892	1670082082
01000893	3752817172
01000896	3840283404
01000897	3338061647
01000898	3427315060
01000899	662308237
010008A2	500188466
010008A3	1654913060
010008A4	1904688542
010008A5	424781956
010008A6	4050852607
010008A8	1127557042
010008AA	1953317636
010008AB	2623029858
010008AC	680979783
010008B0	2928222157
010008B4	2892591276
010008B6	2909528761
010008B9	2813157509
010008BB	914905006
010008BC	2755399783
010008BD	3037893404
010008BE	1512690310
010008BF	1756620922
010008C0	1557467859
010008C5	875354240
010008C6	550312747
010008C7	2668489193
010008C8	650360431
010008C9	1058356958
010008F7	2426887193
010008F8	1987771207
010008FA	1428174264
010008FB	3848890098
010008FC	1543681325
01000905	2663071734
01000906	3220559893
01000907	2966461472
01000908	2915995447
0100090B	1034644485
0100090C	1454926831
0100090F	3188445765
01000910	3844689458
01000913	210303078
01000916	4169760851
01000917	4080532029
01000918	2188943011
01000919	477991491
0100091B	3443177385
0100091E	1981990193
01000938	2965377862
0100093A	4238192372
0100093B	1043263215
0100093C	1317657707
0100093D	3388680458
0100093E	1828317127
01000941	3145410491
01000947	1058139483
01000948	3290223893
0100094A	4107616038
0100096B	1473294293
0100096C	2283354505
0100096D	700375248
0100096E	41308009
0100096F	3226505993
01000971	125445995
01000972	3766774792
01000973	3096330493
0100097C	1424362383
0100097D	873797801
01000986	584132957
0100098E	1058981643
01000993	1195635125
010009A4	4044046073
010009A6	3569943523
010009A7	368716558
010009AB	391263246
010009AD	2480781397
010009B3	1288481728
010009B4	2499353335
010009BF	3260121687
010009C0	3908096750
010009C1	568231732
010009C2	2940627172
010009C3	1204075782
010009C4	2091700584
010009C5	457272767
010009C7	2863487639
010009C8	3994167816
010009CD	1471199005
010009CE	908363781
010009D2	3326789274
010009D3	4042670275
010009D4	1938600637
010009DE	548686806
010009DF	350967735
010009E0	1522105413
010009E8	1906280613
010009E9	2317669154
010009EA	4014349784
010009F1	495101425
010009F7	3172582302
010009F8	2935580329
010009F9	4217053244
010009FA	1686391045
010009FE	1149688177
010009FF	2328325944
01000A00	3633388255
01000A03	1742611113
01000A04	4188320216
01000A05	709989786
01000A0F	1507463059
01000A10	1840470880
01000A1C	1123950675
01000A1F	3977751246
01000A20	3622967369
01000A21	1253024748
01000A22	3157374251
01000A23	2176122729
01000A24	3138884356
01000A25	3064294954
01000A26	3083622085
01000A29	238418427
01000A2B	961028213
01000A2F	1802667131
01000A3C	4013705752
01000A3F	4190576515
01000A44	3237475796
01000A46	2023255024
01000A47	3225704189
01000A48	4009328965
01000A49	35322896
01000A4A	129488211
01000A52	2824953019
01000A53	3152649216
01000A54	2881263339
01000A55	1948670802
01000A69	1012985281
01000A6A	1556459557
01000A6B	3981470921
01000A6C	3908742783
01000A6D	1217448790
01000A6F	1123080376
01000A7B	601700354
01000A7C	989545783
01000A7D	2295214153
01000A7E	2941817841
01000A81	4192912894
01000A88	2648877807
01000A89	146364910
01000A8A	3682909497
01000A8B	830984262
01000A8D	2875301824
01000A8E	993269248
01000A90	226274107
01000A91	3100866382
01000A92	1085701200
01000A93	433537157
01000A96	3133486078
01000A97	548801714
01000A98	3633729849
01000A99	1171183338
01000A9A	2765961061
01000AA2	230304137
01000AA4	393279883
01000AA6	695268603
01000AA7	4196275510
01000AA9	3884995406
01000AAA	2121742440
01000AAB	18576136
01000AAC	1632910245
01000AAD	1381758396
01000AAE	3578539147
01000AAF	3952384937
01000AB0	4163401211
01000AB1	555423088
01000AB2	1179219396
01000AB4	3169526489
01000AB6	132980432
01000AB7	3187911618
01000AB8	455650799
01000AB9	3374499927
01000ABA	1171915738
01000ABF	2971942543
01000AC0	3733688286
01000AC1	1792727295
01000AC2	1640200012
01000AC5	2045067938
01000AC6	3286311893
01000AC7	4119178818
01000AC8	3993876782
01000AC9	833316261
01000ACA	559030890
01000ACB	4090564480
01000ACC	2539028203
01000ACD	2743266806
01000ACE	3187301194
01000ACF	2767570533
01000AD0	192061479
01000AD1	2799195475
01000AD2	120995546
01000AD3	3700550765
01000AD4	836934559
01000AD5	1252000614
01000AD6	2578602942
01000AD7	972595607
01000AD8	3808215538
01000AD9	3067509142
01000ADA	40730330
01000ADB	3374961585
01000ADC	2394618751
01000AE6	2414921193
01000AE7	3137434177
01000AE8	1040524805
01000AE9	975811193
01000AEA	1951233452
01000AEC	1972299788
01000AEF	3752845194
01000AF0	3682356940
01000AF1	1099961941
01000AF4	612241747
01000AF5	4196894919
01000AF6	317906750
01000AF7	3499096815
01000AF8	3192041820
01000AF9	3489919756
01000AFA	1121525848
01000AFB	419121556
01000AFE	3303661386
01000AFF	1195101024
01000B01	3278428357
01000B09	1952794588
01000B0A	536290633
01000B0B	3625280759
01000B0C	1801506688
01000B0D	1054261563
01000B0E	917844174
01000B0F	3503857687
01000B10	2198733050
01000B11	1118953875
01000B12	1147537708
01000B13	3995406956
01000B14	77407030
01000B15	3837347542
01000B17	527477716
01000B18	2584230507
01000B19	2049728395
01000B1B	2788684031
01000B1C	260645885
01000B1D	50482977
01000B1E	1793291078
01000B1F	4264685759
01000B20	1534965525
01000B21	2098786944
01000B22	1468678723
01000B24	2734444159
01000B26	891257640
01000B27	2710960176
01000B28	2288016830
01000B29	1116914621
01000B2A	1417183768
01000B2B	3746426868
01000B2C	2033026025
01000B48	2733380560
01000B49	3111523049
01000B4F	3094213500
01000B50	2374731287
01000B51	4203525761
01000B52	1529425284
01000B53	3079554559
01000B58	2617568149
01000B59	1688874536
01000B5D	2260641120
01000B5E	2524838558
01000B5F	2122961468
01000B60	3115649774
01000B62	4084519220
01000B63	1204325448
01000B64	2544137828
01000B65	516343280
01000B68	1296981450
01000B6E	3336602671
01000B70	1690383140
01000B74	2735138884
01000B78	1008570273
01000B7A	1669032662
01000B7B	623568223
01000B7C	1246629279
01000B7D	3291646416
01000B82	3208676506
01000B83	3346230390
01000B84	3922858337
01000B85	2186773909
01000B86	1357707555
01000B87	1586666416
01000B88	2790927944
01000B89	2450612051
01000B8A	77314824
01000B8B	2364455656
01000B8C	2141230395
01000B8D	640564930
01000B8E	1074937858
01000B8F	491760943
01000B90	3685916455
01000B91	2120381671
01000B92	3926638207
01000B93	4249007923
01000B94	2430087580
01000B95	4281640691
01000B96	546752313
01000B97	21966138
01000B98	1589192016
01000B99	1770466248
01000B9A	1866988652
01000B9B	2572848452
01000B9C	3552512091
01000B9D	1491246026
01000B9E	1341172090
01000B9F	2005820966
01000BA0	2619702856
01000BA1	2470722797
01000BA2	2898379783
01000BA4	3502313623
01000BA5	270278438
01000BA6	3827224989
01000BA7	2019316102
01000BA8	3088847672
01000BA9	4215441652
01000BAA	283182786
01000BAB	201913217
01000BAC	3603728469
01000BAD	2027992554
01000BB2	3262416266
01000BB3	440587382
01000BB4	2478814378
01000BB5	1661430110
01000BB6	2091660238
01000BB7	1088211281
01000BC3	3191566895
01000BC4	1416866745
01000BC5	1725986897
01000BC6	3983148084
01000BC7	3080635567
01000BC8	646571477
01000BC9	1857160493
01000BE1	978567148
01000BE2	3149820905
01000BE3	2923892887
01000BEB	1444289677
01000BF0	2041194479
01000BF1	2053884892
01000BFC	3311658938
01000BFE	485853223
01000BFF	3023596214
01000C00	2063083219
01000C01	3456890648
01000C02	455929874
01000C03	1894683320
01000C04	1154088302
01000C05	2862747734
01000C06	2639526779
01000C0B	3028594835
01000C0C	2163273164
01000C0F	4050852920
01000C12	2250947875
